cust_no,ltv
0xb2d81ed8,86151.94415254901
0xb2d25769,928841.7165875188
0xb2d266b7,16306.70492516293
0xb2d53f57,21697.588518812925
0xb2d661f1,28973.712462155396
0xb2d621ef,1118.7604806307031
0xb2d10d54,139333.492137323
0xb2d5e3af,197425.2600885452
0xb2d685ee,31529.153472946808
0xb2d57de8,136738.3733946425
0xb2d0be10,4373299.485842468
0xb2d6c07d,46870.88159801474
0xb2d3a5e9,196737.18656665797
0xb2d41f03,177.44472597788692
0xb2d6e23d,54066.51959236821
0xb2d8fb1c,23911.879108170717
0xb2d5a08c,8887.114637300947
0xb2d1d090,863178.6709730746
0xb2d3bd41,131331.67891328264
0xb2d5eb29,921320.0618025226
0xb2d41e2b,462629.6750845262
0xb2d6f3dd,16072.432968139361
0xb2d64241,1833758.4261325859
0xb2d4130c,3137.0651003454836
0xb2d2c618,46815.925566674385
0xb2d51de5,813396.9386572411
0xb2d42c47,3269103.687956164
0xb2d26a02,1277708.6005771605
0xb2d62da7,114749.66795426662
0xb2d81f3b,609124.731663702
0xb2d55b1d,136388.01950060713
0xb2d58ef5,124850.13165505504
0xb2d3e3ea,162713.27703854872
0xb2d6562d,384450.40945223597
0xb2d32840,13729.992817357119
0xb2d10eda,244023.31004714503
0xb2d6fae5,147015.7714546978
0xb2d5ae5a,12766865.807438843
0xb2d1cc8b,69839.91115975432
0xb2d13adb,784184.0586651161
0xb2d314ed,42840.61765411669
0xb2d4ead6,2252338.2044934146
0xb2d68b34,133894.67793218186
0xb2d28b98,4779.323611413966
0xb2d5c7a7,399090.9977857407
0xb2d6af7c,392205.98442734446
0xb2d3a0f1,332432.57342061034
0xb2d172fa,217820.85916731632
0xb2d0a694,10350.594679460952
0xb2d2b3a3,6893.420532238482
0xb2d6f56f,273105.3830569418
0xb2d4562f,645370.3631110926
0xb2d24ddc,950709.4909476442
0xb2d15422,349030.5564207665
0xb2d21ac7,3623728.1362665547
0xb2d4fc34,16921.661018947103
0xb2d3995f,138422.40626378084
0xb2d434f9,1721.1050798200563
0xb2d176ff,1737364.02950591
0xb2d2ec3d,86180524.98758936
0xb2d4f58f,1.1767529445885003
0xb2d4a37b,9013937.442014746
0xb2d1f886,25.659912074386973
0xb2d430c1,61181.50240659853
0x3b9b1329,522190.85679920646
0xb2d2e81d,189593.40210385015
0xb2d30560,46091.12452578867
0xb2d5f06f,1259925.815475307
0xb2d14c30,121397.84968140163
0xb2d0e600,453935.0936326194
0xb2d588d7,114839.18982419185
0xb2d5ed96,13278824.840735147
0x3b9b3e9a,1794630.817810323
0xb2d8fbbb,54774.26660407046
0xb2d51c62,388616.8984304513
0xb2d515d8,22026.725599193906
0xb2d629de,4418958.746042915
0xb2d12608,289990.4412658316
0xb2d1236b,254615.23793812149
0xb2d8a7a3,1793.227774636745
0xb2d0aa87,180640.10552626837
0xb2d6c5cf,730822.1100955476
0xb2d21293,218637.44090698817
0xb2d69134,644347.5080620465
0xb2d3e26a,1696.8439707625462
0xb2d2ad43,267445.85764232225
0xb2d0d721,765074.548029011
0xb2d1a0b1,113680.66249342535
0xb2d10ee0,11955.468483276582
0xb2d1d24c,92512.07766571477
0xb2d4b443,30948.582122718635
0xb2d5cf5a,160254.13243886427
0xb2d0e9ff,2007474.4305970147
0xb2d17f84,1901838.0637950106
0xb2d11d3e,276469.1157374106
0xb2d3186e,2280158.981886921
0xb2d21929,2393423.909252875
0xb2d17528,58950.991365618465
0xb2d5be92,309867.41031738085
0xb2d0d925,21502.950501802294
0xb2d0e7cb,218837.4333099858
0xb2d5e385,1855.4397012061254
0xb2d5fd89,2513851.848306693
0xb2d22997,205951.94300092311
0xb2d1cf2e,32730.003028584022
0xb2d49709,8473.900189502954
0xb2d435e6,1285254.9927349365
0xb2d34151,8687.541730838058
0xb2d21c50,423380.98826948745
0xb2d55115,19404143.026834115
0xb2d4c9cd,44.324005057422745
0xb2d4141a,28155.34063053737
0xb2d642d4,199376.4483158727
0xb2d5d500,24263.89344430303
0xb2d0e9f6,223607.2003019405
0xb2d60530,5296.298861416414
0xb2d1a45c,23526.7586371308
0xb2d3a6eb,380370.95516786765
0xb2d31940,140244.51699120525
0xb2d57a97,18822.194743425167
0xb2d3f5ae,626973.7675887335
0xb2d128b7,1769948.3744188135
0xb2d517d0,56640.28028263121
0xb2d16cb2,171967.715817952
0xb2d6544a,52650.72848587387
0xb2d0c60b,12390.75818801398
0xb2d3dbdd,5686.5320683513655
0xb2d631f1,67524.57386355886
0xb2d12023,1576167.336257511
0xb2d62075,27609.702466774073
0xb2d6556d,11291.24910165821
0xb2d5efc7,67595.41876031796
0xb2d12aa3,531021.5563207079
0xb2d135aa,141335.08643050175
0x3b9b4809,1538637.0062611941
0xb2d237e0,285841.761090859
0xb2d3f5c3,65089.86496090595
0xb2d5f942,28138.745924952564
0xb2d3f668,755741.2175901453
0xb2d275ba,1253.7562134709092
0xb2d6a835,73299.27209910918
0xb2d62f09,16599.33307194131
0xb2d2ce0a,643879.5634186502
0xb2d316be,911644.3402061156
0xb2d089c6,616688.5063499699
0xb2d0ba17,749.0615403983786
0xb2d17de9,425913.462241726
0xb2d377b4,35130.70928743251
0xb2d58337,447.72265958772834
0xb2d40a2a,1144595.8714552242
0xb2d4170e,18396.341702975373
0x3b9b2cfd,1080.008604361178
0xb2d4c040,41274.828069267336
0xb2d69380,160029.23068356837
0xb2d13259,328209.0279211885
0xb2d58133,285586.1527369156
0xb2d6a1ed,98904.2505989899
0xb2d19d84,2231872.0558113186
0xb2d13934,25462.801884914057
0xb2d4babe,113725.96834842992
0xb2d0ed14,2294237.739522783
0xb2d38753,126041.51880610333
0xb2d3438e,85857.54519170402
0xb2d21bde,9851.953235733152
0x3b9b185a,1166178.5895374904
0xb2d23a68,589584.0633798656
0xb2d47a7d,507443.8014485906
0xb2d64a09,46872.15396845313
0xb2d2f918,1061246.815314849
0xb2d262c7,261160.634341834
0xb2d47627,349472.70598519786
0xb2d6272c,20871.521653989887
0xb2d259ac,56784.13042004088
0xb2d44201,796393.6458840107
0xb2d37ceb,29660.353617523164
0xb2d6b117,42798.34102795939
0xb2d69cbc,293501.2371678509
0xb2d084fb,4158956.6228832714
0xb2d0d02b,4269133.258180064
0x3b9b38b2,69437.58130623102
0x3b9b45cf,10347635.79964538
0xb2d212e1,48272.44229648153
0xb2d45ccb,26299.517938890574
0xb2d5fb58,249579.1087735863
0xb2d64511,279057.0761577656
0xb2d60f71,101675.72146841278
0x3b9b491d,764494.4435350632
0xb2d561b9,842511.2461128106
0xb2d53f54,248461.26398129176
0xb2d34aff,20287.83780098354
0xb2d27578,1375066.5535905815
0xb2d1fcdf,7173.757991499937
0xb2d3a646,373099.24749862595
0xb2d2d98c,567907.1635874109
0xb2d59552,1527347.1533195316
0xb2d07928,1082570.3764154383
0xb2d4fe62,45446.64825337069
0xb2d24dac,94691.1076671234
0xb2d4cb50,40727.83006576078
0xb2d17c8a,2088716.2477989604
0x3b9b4602,1258957.177538287
0xb2d5943b,42118.47420072712
0xb2d0a6af,27672.92235973844
0xb2d4142c,369968.22484172747
0xb2d60eed,137339.8008731497
0xb2d4e560,1525.5162372126754
0xb2d32f03,300859.9273081724
0xb2d5f85e,581544.8052142488
0xb2d539de,76820689.03920594
0xb2d3aac6,40595.974820407806
0xb2d43bf8,127408.00563141878
0xb2d443bd,220836.25474247968
0xb2d2577e,134342.2404421413
0xb2d6ccec,184153.7733004215
0xb2d6d3ee,210589.02223438726
0xb2d3ca19,171925.2984961886
0xb2d6c572,21104.172217791
0xb2d54c9e,1285.6764167230285
0xb2d2b604,20319.594032377998
0xb2d65ffc,316468.6526779272
0xb2d35e8b,3155.8308006044635
0xb2d39bf6,161319.64793351764
0xb2d06a19,92523.72903320633
0xb2d20f69,52742.87678619036
0xb2d10b71,16450.617366158895
0xb2d26a98,125469.46138908139
0xb2d65a77,2381566.590395109
0xb2d3d2d1,141599.66499148845
0xb2d2cabc,167668.2541956159
0xb2d61eec,260552.06729946096
0x3b9af0c1,132288.10875397924
0xb2d5658b,308529.6897127886
0xb2d2268e,400383.5522436263
0x3b9b0e6d,12414549.89148847
0xb2d57179,34593.63054688192
0xb2d78059,630936.5272976387
0xb2d40b32,183948.88889711103
0xb2d560f6,2675971.793189354
0xb2d6ab41,1097930.7077767402
0xb2d13d27,315409.20310932066
0xb2d61a1e,21555.21312545956
0xb2d54a94,86091.18779631125
0xb2d24fd7,126292.9969953208
0xb2d682f7,20805.19014399346
0xb2d3c9c2,51836706.79348849
0xb2d6277a,2975558.0914922296
0xb2d210c8,6298.195836191758
0xb2d0e0ff,261739.96811224945
0xb2d2b103,429045.7402575622
0xb2d57620,95814.42771069899
0xb2d1dc2d,682.3378950901846
0xb2d18494,14249269.756091498
0xb2d6ff89,220218.2598533529
0xb2d3d9e2,5051408.836237724
0xb2d5a59c,112097.74866110354
0xb2d1f940,157953.15419537906
0xb2d14021,80804.10428833446
0xb2d3669e,256304.7760336514
0xb2d3f248,2679.4195809320404
0xb2d35006,266355.65704000235
0xb2d18239,1426334.1607845707
0xb2d58f3d,28859.531104550042
0xb2d1dbf1,611.9850226452218
0xb2d6d33a,1423725.2533069567
0xb2d3ea56,67334.6475103166
0xb2d39ede,32775.10554760263
0xb2d78a91,82021.09536816593
0x3b9af0d6,3436243.0072661196
0xb2d27a40,18050.150720415364
0xb2d3873e,2886003.4345902074
0xb2d5a55d,156514.4579413504
0xb2d627b3,58830.89955663058
0xb2d3311c,16084.44082334471
0xb2d1c47b,256816.7394616928
0xb2d2759c,410177.1738206323
0xb2d2dd70,46381.96641823818
0x3b9b3363,18074.219034185684
0xb2d5fa9e,441585.6126561291
0xb2d5a0b3,171364.17577632156
0xb2d53cdb,7725.204384401855
0xb2d2ea93,1277362.0981902347
0xb2d2b7ba,53781.633056897415
0xb2d4d1e6,7206.4056985348325
0xb2d56e8b,110567.35436412504
0xb2d6ab1d,117391.59313271032
0xb2d60a88,18892.343676609235
0xb2d2b45a,21095.589590006424
0xb2d33cb0,3411349.8580692178
0xb2d38282,14835.42477402937
0xb2d2a76d,615562.0910492918
0xb2d175fd,1519641.3646966668
0xb2d16d87,10735.925593337299
0xb2d20e85,8666.61567236235
0xb2d3bd2c,185296.5694191766
0xb2d684a4,421969.2852483886
0xb2d22a06,52420.480772966184
0xb2d2758a,1261649.1764887027
0xb2d39482,219378.03756268273
0xb2d2d05c,139752.71244591512
0xb2d48266,498020.4780318682
0xb2d33c5f,100992.5993290713
0xb2d1d192,272515.5921529082
0xb2d3c641,890551.6783027551
0xb2d6251c,307028.3927068983
0xb2d29357,486569.461599733
0xb2d0dd72,338143.246346648
0xb2d5098d,333.6077483828314
0xb2d6fc0b,1259181.403526499
0xb2d37a15,347.955752585846
0xb2d2fae3,1375384.6903242778
0xb2d32a5f,207474.6796913053
0xb2d14c9c,183647.7967013346
0xb2d2d4e2,1210795.9272518915
0xb2d62330,1168932.8857432723
0xb2d13ebf,122533.53302604506
0xb2d186f8,113266.77895237284
0xb2d37c4c,8961.258653572737
0xb2d59eb2,100341.65506523316
0xb2d2825f,276567.30394426873
0xb2d625a9,564543.086805405
0xb2d5f02a,60906.64281700632
0xb2d0d400,236247.16229110694
0xb2d683b4,899097.4654860771
0xb2d78797,1940748.0565696466
0xb2d460e8,21172.28843183142
0xb2d2d902,1108099.400408223
0xb2d5e76c,332386.96068527625
0xb2d6b5d6,960144.4266023663
0xb2d1b911,117592.25058052996
0xb2d51eba,275912.9215576926
0x3b9b4974,116600.83845988559
0xb2d8931e,168354.38974845392
0xb2d458f6,112070.21929619287
0xb2d175c7,397526.71715809277
0xb2d60bc0,14760.320314415081
0xb2d3b8b5,4737680.91723209
0xb2d4e851,8401236.064613607
0xb2d6bdf5,25893.821756214762
0xb2d51290,529.9537037155609
0xb2d6cc95,800431.8828581802
0xb2d4f9b2,3183862.6875319285
0xb2d290e4,630475.9828578332
0xb2d3d3f4,45894.27533679489
0xb2d2b457,1032211.2181716127
0xb2d398ba,242698.95570270417
0xb2d29e58,1627240.8496804754
0xb2d5101d,57815.66055082671
0xb2d576e0,91554.08876740676
0xb2d6c035,19800.73005005443
0xb2d48611,16328.570388664837
0xb2d2f68d,139647.71469017226
0xb2d6ad27,85829.35034385308
0xb2d0796a,126434.1201232721
0xb2d5cf96,12613.561448911712
0xb2d33575,131304.5195915582
0xb2d12230,17171.87312972381
0xb2d6f93b,11128.269992119875
0xb2d43c2e,184457.1856221457
0xb2d48314,1180160.622339155
0xb2d2b7ab,7833.537997534519
0xb2d20f1b,4138274.9651644025
0xb2d605f3,98838.19666502833
0xb2d50e13,17358746.29917566
0xb2d64835,8282.808265375967
0xb2d33f3e,88969.64715574976
0xb2d62741,1149.3353157523106
0xb2d1f712,915829.6320827156
0xb2d0c845,1623474.5397485956
0xb2d28628,8143.292719206704
0xb2d58a15,6.18604711745909
0xb2d5d2ab,1280017.3735447533
0xb2d0f61d,6705622.058743542
0xb2d426a4,5602.837173447575
0xb2d5ed99,20799.832236981336
0xb2d67a3c,1768115363.4656105
0xb2d5925e,60001.27172536416
0xb2d5e538,33866.66570351281
0xb2d22010,3816958.078824772
0xb2d2a689,133631.01176461286
0xb2d30c2f,161787.45093124348
0xb2d63a70,345.9952909070264
0xb2d51cf5,34230986.786187716
0xb2d26ed9,114039.92233809624
0xb2d1d510,18811.897121422626
0xb2d59660,224592.97891089428
0xb2d520f7,1468322.2426389346
0xb2d1ade3,344832.12400468014
0xb2d5f468,1063069.660857814
0xb2d5ba51,68255.05927577561
0xb2d42d04,5353788.128712836
0xb2d4a6ae,1065873.0392299343
0xb2d1ced7,379612.3440298182
0xb2d184d9,95271.89939693073
0xb2d173db,156038.98274364922
0xb2d6d3b5,869868.1064613631
0xb2d1811f,62697.06369270388
0x3b9b259b,99331.2969388044
0xb2d13b92,283009.42303167906
0xb2d5d0f8,40198.23799979861
0xb2d57998,97537.82797199361
0xb2d2baff,191630.27591262895
0xb2d10e77,67308.73580065994
0x3b9b38ac,104571.12801012845
0xb2d626e1,2643420.346812803
0xb2d21797,27026.763262483906
0xb2d41e9d,65284.666632317036
0xb2d20c1e,446888.49631631555
0xb2d2e57a,121377.05507905454
0xb2d156a7,806687.3039833725
0xb2d54fa1,3961384.883423745
0xb2d355f1,894952.7813171701
0xb2d0f512,33431.023177987314
0xb2d3d58c,4105.70865972436
0xb2d4582d,925656.1695406577
0xb2d26048,412977.1812618021
0xb2d0fd7c,60805.10241138001
0xb2d1b5ae,277548.7520107422
0xb2d142bb,60145.55408513538
0xb2d5727e,1044240.5389709822
0xb2d5e541,115944.54767306882
0xb2d5d134,116523.58710654183
0xb2d068ff,4930.980232809916
0xb2d28af3,1065121.651610243
0xb2d4f8d1,255776.1231882397
0xb2d22faf,105567.72201341542
0xb2d3a697,1754423.302413438
0xb2d1fda2,177286.78386462698
0xb2d564b9,258632.18832746855
0xb2d30290,813761.1259706138
0xb2d6b4e6,8206.526445818086
0xb2d4b04a,1288868.9846292967
0x3b9b3378,3640.860112422784
0xb2d5b4c6,404894.48765258916
0xb2d56a29,236333.75998329275
0xb2d57347,70566.6381924909
0xb2d57fcb,28843.374772839525
0xb2d46574,411158.227469451
0xb2d4b461,7441.590271191478
0xb2d5febb,19461924.25370051
0xb2d5d07d,93294.13764599351
0x3b9b1914,14085090.45301054
0xb2d109ee,384967.61375442747
0x3b9b3186,52372.76896478147
0xb2d5f9c0,252543.82164293516
0xb2d5303c,79210.14598745805
0xb2d40d42,1518929.9755704098
0xb2d6f176,213203.19648125963
0xb2d132c5,110813.36505448271
0xb2d55e11,616340.6247340271
0xb2d38cb4,14116.462442359585
0xb2d57965,224589.20275844898
0xb2d346b8,461465.89312641975
0xb2d6e513,3036.584640401621
0x3b9af1ea,606080.1578964873
0xb2d4f88f,0.5137024792044091
0xb2d1f376,35951.85504347987
0xb2d3b357,408113.53458285227
0xb2d2a305,27383.267650384045
0xb2d3b15f,109943.29336991247
0xb2d09fc2,3217918.186104326
0xb2d70022,3731.1212938806148
0xb2d35b04,201524.41219077812
0xb2d5f5fd,40310809.93570976
0xb2d780c2,1085348.8266555609
0xb2d4291a,80825.65659393041
0xb2d1b8b4,309854.01523799053
0xb2d10c88,1794.7152092010438
0xb2d7472c,17040.448771732696
0xb2d2b5b0,2983614.668757009
0xb2d17ef7,474752.97907970735
0xb2d1c2cb,49342365.85431069
0xb2d60032,161754.06811941013
0xb2d2e3df,33861.616451910064
0xb2d29e49,48452.00285221244
0xb2d348e0,935.4509658635724
0xb2d787d3,26298.790409757803
0xb2d5c5f1,118003.74033230689
0xb2d312d7,104489.63449139518
0xb2d1b8b1,1434538.1943270592
0xb2d660a7,11441.431546248
0x3b9b2c61,1317400.992636388
0xb2d193eb,234558.85920657782
0xb2d6248f,37518.365411766696
0xb2d4fee9,17306411.6990057
0xb2d56585,194610.63836229677
0xb2d1f9b2,1001456.607967385
0xb2d2e325,1919113.577936322
0xb2d181fd,48754.28486709374
0xb2d0f791,291079.8858274423
0xb2d655d9,33060708.89269959
0xb2d5d5cc,117622.19699050725
0xb2d12152,4312.516864958816
0xb2d3a817,2205788.823337957
0xb2d49187,2372483.2525253748
0xb2d17753,126137.42270937504
0xb2d183d7,396364.4105473252
0xb2d57f1d,1363521.8946087037
0xb2d573dd,73842.56347416206
0xb2d61997,488059.90541672223
0xb2d3b501,21128.417427690245
0xb2d5348c,1990763.3783196993
0xb2d33ae2,712645.1682989318
0xb2d1a939,898179.0324225586
0xb2d2409e,64250.9012455857
0xb2d4f6d0,431241.63570605067
0xb2d3eb1f,54201.02402786473
0xb2d2ae4e,20576.645348655915
0xb2d0dab1,299096.33580782457
0xb2d256d0,163627.47335283787
0x3b9b17e8,2434449.2826434826
0x3b9b18e4,8370590.15021911
0xb2d5a45b,167989.89095379531
0xb2d5ae18,966336.7658580961
0xb2d1c8b6,42680.27127839637
0xb2d53f39,183522.27172833486
0xb2d3a550,198394.04292825307
0xb2d6a11e,2324526.113347436
0xb2d20489,786402.671982315
0xb2d15d2b,28474.28345799617
0xb2d6c1e5,31184.20556506232
0xb2d2ac35,20233.62001677629
0xb2d4f5a4,190753.50408500351
0xb2d58073,9766.218187779747
0xb2d07a2a,134212.28929429612
0xb2d20fc9,147544.78403513617
0xb2d6908c,154522.90767291302
0xb2d0e74d,46913.73834902154
0xb2d30f08,795.3588807201859
0xb2d34df3,86522.83424147447
0xb2d488a8,25196.22654728782
0xb2d5cc03,22699.86250928563
0xb2d1ca6f,113552.61240452687
0xb2d1a291,89839.02987730266
0xb2d694a9,983622.0317626566
0xb2d3be0d,65493.446994118305
0xb2d45212,362519.7575983804
0xb2d3b609,67123615.10469933
0xb2d584d2,1442832.244261128
0xb2d67d66,6817030.640855887
0xb2d5cc0c,20064.629351194304
0xb2d5ef31,544402.3233575658
0xb2d51dc4,2667604.062374441
0xb2d55a84,1731855.959297453
0xb2d26264,72159.85413012742
0xb2d405f8,24805.60817879994
0xb2d3198b,31765.15265410685
0xb2d5d58d,55374.937985758006
0xb2d5826e,1018.7945195952091
0xb2d598af,567311.7953993232
0xb2d3108b,10.635053414770066
0xb2d69c26,60477.12961410318
0xb2d08ef4,30678.490595630057
0xb2d623fc,740602.2749298195
0xb2d5ab9c,801683.2878076422
0x3b9b248d,8389771.945344348
0xb2d50930,43.59387368923596
0xb2d636da,205803.40646047296
0xb2d19424,89024.95897399048
0xb2d6ecd5,11503.016213044104
0xb2d4887e,195622.11063485857
0xb2d43526,11069.530727672192
0xb2d4f14b,11045337.671058087
0xb2d0c851,1847.9840228127152
0xb2d56ecd,2527078.663022511
0xb2d65a4d,862836.3159203456
0xb2d3136a,62258.12399718763
0xb2d3f461,10743.934460828214
0xb2d693c2,237691.40193391612
0xb2d13a1e,1982051.2634726523
0xb2d330bf,803259.3308987285
0xb2d4365b,69475.50951694457
0xb2d20f9f,8828283.436252415
0xb2d27a37,284487.9119185651
0xb2d1a942,102392.32627379616
0xb2d1d1b6,218009.8979060719
0xb2d0b459,365579.7341239929
0xb2d6d733,6497.489660397839
0xb2d06857,11746547.62452474
0xb2d5bd18,1659550.7383064723
0xb2d56f81,514004.39028677566
0xb2d62957,26714.068190702576
0xb2d4e146,505470.6472008504
0xb2d0bf54,2653829.7062677313
0xb2d62537,342221.0430704904
0xb2d548fc,1655123.3317089765
0x3b9b4581,3066633.8166951574
0xb2d15d5b,83218.4369285757
0xb2d620d8,21295.803517000622
0xb2d422fc,143949.73043478112
0xb2d30b06,3748736.4684193227
0x3b9b31bc,255326.56579991095
0xb2d585c8,156482.24648364683
0xb2d54194,90741.45330201554
0xb2d6e8a9,4766.7505855467725
0xb2d2bdbd,242617.69540648494
0xb2d60b27,7101599.687987408
0xb2d41aef,563642.7415244166
0xb2d68bd3,1223.8508543166251
0xb2d37c7f,16967.491275950706
0xb2d54ac1,558415.7041298745
0xb2d3bbbe,2501442.381332521
0xb2d5b4bd,19381.57485130289
0xb2d21317,115291.57294633702
0xb2d38fb4,2299.98559823698
0xb2d2b3dc,2485131.4969385713
0xb2d24581,184806.01131179353
0xb2d16b3b,80548.85284338887
0xb2d65744,14100.393779239823
0xb2d38d95,46239.95527333809
0xb2d5041a,11978707.623002643
0xb2d5db9c,112763.27369629822
0xb2d67988,10.075834863449726
0xb2d1147a,166176.59009232876
0xb2d59537,7173.944918789508
0xb2d65972,480181.6764936579
0xb2d5cbd0,898630.6957864899
0xb2d35372,9604.228411111992
0xb2d6bfab,72235.30744859604
0xb2d414ce,317688.381743156
0x3b9af11e,7934996.395023128
0xb2d1ec89,104718.87128445708
0xb2d1c3b5,2079345.9275477927
0xb2d68645,34269.35867728436
0xb2d6c290,1714778.2535595156
0xb2d257d8,175942.7543681182
0xb2d5137a,385428.69797403755
0xb2d60afd,6679.805623258177
0x3b9af226,40005.06462459035
0xb2d5cfa8,414866.9639845001
0xb2d4addd,180913.81585452147
0xb2d58c61,928.0833096840627
0xb2d6d76f,131373.83681301307
0xb2d7c793,26353.254165689137
0xb2d26ff6,37800.36052829038
0xb2d60ad9,679.293832349142
0xb2d655eb,1109793.593228133
0xb2d1c136,57948.75479221245
0xb2d1713b,88865.05768565046
0xb2d38ca5,19719.238065876838
0xb2d0f1e8,122089.79425443278
0xb2d0bc9c,325635.31043384277
0xb2d1dc42,1454530.7995384152
0xb2d193ac,538099.6416788436
0xb2d37cb8,12191.389604819904
0xb2d24614,686085.285104672
0xb2d21113,1347812.1993382997
0xb2d60f11,40888.07412155565
0xb2d5a503,22634.73980636339
0xb2d2990c,134505.55953645514
0xb2d6aa81,33738.07827174135
0xb2d26bfd,131079.80365871565
0x3b9b401a,91451.33873911014
0xb2d23483,694358.4832469174
0xb2d5c735,16709.96691418897
0xb2d38ebb,12289.466474551555
0xb2d444f5,91461.54363679298
0xb2d5a563,469724.71519869
0xb2d296ae,28916.848446443662
0xb2d27bed,328028.38252394466
0xb2d0f7a3,1034123.5337497895
0xb2d441c5,614487.6173585578
0xb2d45c02,5534979.215026026
0xb2d4f7cf,882067.2380401941
0xb2d2dd46,137362.2982370358
0xb2d65c42,1812.326032845578
0xb2d1e01d,145195.8523415393
0xb2d4cb6b,92767.63667702337
0xb2d10790,577470.9362714748
0xb2d6c3e6,334526.16201410466
0xb2d41a32,1228187.5041858128
0xb2d4cd7e,874721.2109595523
0xb2d51170,657521.1581324753
0xb2d218cf,368922.70128068817
0xb2d30716,6135.101935072355
0xb2d67ed7,2348280.1839268655
0xb2d39a2b,518083.65970722475
0xb2d40295,1476.8114660377707
0xb2d18782,17814.763888386642
0xb2d5e7c9,757086.8542301713
0xb2d5a0e6,40.432964408310646
0xb2d415d0,40136.1632850839
0xb2d69884,607235.4778553612
0xb2d5a740,14459.718692425575
0xb2d6b585,78135.69390082976
0xb2d5ffa2,9005.958233372832
0xb2d1bbc3,10075.561793159448
0xb2d4be45,313085.7394822735
0x3b9b3bd6,168314.0299806588
0xb2d63ffe,37430.020198467304
0xb2d34f7c,815090.9547661872
0xb2d62f78,190834.52895187173
0xb2d3b483,79233.38363300309
0xb2d6b150,237260.88418872416
0xb2d30c8c,1582789.8839624517
0xb2d2226e,18678.12180999945
0xb2d2022e,1824548.124989346
0xb2d1b3a4,172081.39466382124
0xb2d64f46,133239.77935625362
0xb2d3d83e,31630.58835989315
0xb2d554a2,732691.9710426138
0xb2d62db9,239681.79166654864
0xb2d3144e,490352.0924950868
0xb2d0fda9,913873.2838090807
0xb2d1b215,548700.5549808264
0xb2d2c2d0,39552.63854865836
0xb2d57e2d,41637.52973468017
0xb2d22feb,530459.9962204092
0xb2d28a24,2335.0170266231653
0xb2d3ff59,497412.10442607047
0xb2d3e4f8,243196.0642205885
0xb2d1b4d3,638345.2705848897
0xb2d60bb4,1630971.8871359534
0xb2d2a377,82789.86331257196
0xb2d34163,1460362.0920392745
0xb2d50a8c,49153.422600631544
0xb2d7b15e,2657688.926302211
0xb2d3e924,52335.885000892464
0xb2d0d2fb,441890.1993259369
0xb2d60ea8,330799.4635522155
0x3b9b4383,417505.82381383824
0xb2d2aa85,12098.039367903782
0xb2d61052,548940.511465746
0x3b9b3b70,244192.87143377904
0xb2d51251,1440531.8341648788
0xb2d5d1fa,104555.68069744024
0xb2d28c4f,771816.1508804623
0xb2d3828b,26950.374243276572
0xb2d5c24c,11504.719852325801
0xb2d65a1d,106049.2872919412
0xb2d609d7,46601.04203941939
0xb2d4e407,71354.35331483184
0xb2d4419b,5996.637586404666
0xb2d16277,210791.0496916368
0xb2d688be,912.9916341647136
0xb2d5f97e,428899.0025137135
0xb2d5f609,18110.95762532014
0xb2d5bd2d,1706273.9456682254
0xb2d111bc,4037459.011532499
0xb2d5c8bb,4132.933597902142
0x3b9af1b4,2216191.348078315
0xb2d0d1d2,147816.54248691673
0xb2d4b31d,737392.1741053832
0xb2d43568,28178.48478244936
0xb2d5931e,237446.6822849513
0xb2d1d8e5,380877.6457170217
0xb2d2d84e,16440.976249467836
0xb2d539f9,58230.27335488815
0xb2d6be01,679971.7305778627
0xb2d3a688,43629.5984160635
0xb2d56456,501479.3100543855
0xb2d282b9,14023.91415286002
0xb2d53159,33397.11827455438
0xb2d5304e,2929818.2595467865
0xb2d5c87f,991912.9389767245
0xb2d5a977,474552.4614693668
0x3b9b1947,5949.402749419209
0xb2d565c7,1477447.1023725956
0xb2d5ea48,23534.192161061183
0xb2d60e4b,992533.8063329533
0xb2d5b38b,3537334.579348502
0xb2d3002c,532976.3767614953
0xb2d26d08,79469.886012761
0xb2d61cc4,233271.90076795605
0xb2d383ba,982189.5539724225
0xb2d31097,5387823.278703272
0xb2d23642,181929.05909723145
0xb2d78bff,472729.3290408906
0xb2d5f6e1,90432.36791240024
0xb2d67f82,70712.35536913188
0xb2d575f0,2422903.252022384
0xb2d6299c,593837.8355762257
0xb2d5b865,14225.751491003763
0xb2d5cdc2,33399.25884886962
0xb2d3b7cb,9400.068502209973
0x3b9b4569,272464.65864674665
0xb2d233f6,46760.562228902236
0xb2d6c638,4808.260396501092
0xb2d2112b,1061337.169881829
0xb2d569f9,121542.51753774064
0xb2d69314,95836.59471018978
0xb2d6a7b7,35499.92811408188
0xb2d47912,15305768.86131168
0xb2d248ff,28310.976283146298
0xb2d58b5c,280548.8722411443
0xb2d41ea9,5675361.978262375
0xb2d2d071,223121.3625047224
0xb2d37037,2116273.6054620584
0xb2d6f110,2497644.273319949
0xb2d064b5,3778143.4477505395
0xb2d69494,5962.634480395675
0xb2d42ae8,19139.735146081755
0xb2d6016d,29036.685291259957
0xb2d0f860,311611.5116031663
0xb2d210b0,856726.3953905383
0x3b9af259,1297231.4135912994
0xb2d448dc,892542.9292718534
0xb2d60a9a,4067.444125983971
0xb2d212e4,608828.2847215519
0xb2d1fe89,3655446.7780358028
